item_number,item_description,category,category_name,vendor_name,bottle_volume_ml,state_bottle_cost,state_bottle_retail
947869,"D'USSE XO",1082100,"IMPORTED CORDIALS & LIQUEURS","BACARDI USA INC",750,100.00,150.00
33419,"BELVEDERE PURE",1032100,"IMPORTED VODKAS","MOET HENNESSY USA",1000,21.49,32.24
988804,"PATRON ROCA ANEJO",1901200,"SPECIAL ORDER ITEMS","BACARDI USA INC",750,45.00,67.50
965937,"MELETTI AMARO",1082100,"IMPORTED CORDIALS & LIQUEURS","OPICI IMPORT COMPANY",750,12.50,18.75
76845,"PINKLE SHOT SWEET PICKLE VODKA",1031200,"AMERICAN FLAVORED VODKA","AMERICAN SPIRITS EXCHANGE",750,7.50,11.25
86099,"REDNECK RIVIERA HONEY APPLE SELECT",1011600,"STRAIGHT RYE WHISKIES","PARK STREET IMPORTS",750,12.00,18.00
919320,"HA KENTUCKY OWL CONFISCATED",1011200,"STRAIGHT BOURBON WHISKIES","STOLI GROUP",750,67.50,101.25
76843,"THE ORIGINAL PICKLE SHOT SPICY PICKLE VODKA",1031200,"AMERICAN FLAVORED VODKA","AMERICAN SPIRITS EXCHANGE",750,7.50,11.25
968716,"MASSENEZ CREME DE MURE",1082100,"IMPORTED CORDIALS & LIQUEURS","DREYFUS ASHBY",750,18.00,27.00
26949,"REDNECK RIVIERA WHISKEY",1011100,"BLENDED WHISKIES","PARK STREET IMPORTS",750,12.00,18.00
915858,"HA REDBREAST SMALL BATCH CASK",1012400,"IRISH WHISKIES","PERNOD RICARD USA",750,41.48,62.22
900597,"KNAPPOGUE CASTLE 14YR OLD TWIN WOOD",1012400,"IRISH WHISKIES","PARK STREET IMPORTS",750,35.00,52.50
989290,"KIRKLAND SIGNATURE TEQUILA ANEJO",1022200,"100% AGAVE TEQUILA","MPL BRANDS NV INC/ PATCO BRANDS",1000,24.00,36.00
915477,"BALLYHOO IRISH WHISKEY",1012400,"IRISH WHISKIES","PARK STREET IMPORTS",750,15.00,22.50
926596,"GEORGE DICKEL BARREL SELECT",1901200,"SPECIAL ORDER ITEMS","DIAGEO AMERICAS",750,23.50,35.25
943432,"DON Q 151",1062100,"GOLD RUM","SERRALLES USA",750,11.25,16.88
904937,"CRUZAN PINEAPPLE",1062500,"FLAVORED RUM","JIM BEAM BRANDS",750,7.00,10.50
989063,"KOLOA HAWAIIAN PINEAPPLE PASSION RUM COCKTAIL",1070000,"COCKTAILS/RTD","KOLOA RUM COMPANY",1000,11.50,17.25
994190,"KOLOA RUM PUNCH COCKTAIL",1071100,"COCKTAILS/RTD","KOLOA RUM COMPANY",1000,11.50,17.25
965069,"GIFFARD ABRICOT DU ROUSSILLON",1082100,"IMPORTED CORDIALS & LIQUEURS","PARK STREET IMPORTS",750,18.00,27.00
64356,"BARENJAGER HONEY LIQUEUR",1082000,"IMPORTED CORDIALS & LIQUEURS","NICHE IMPORT CO",750,14.92,22.38
28253,"BOMBAY SAPPHIRE MINI",1042100,"IMPORTED DRY GINS","BACARDI USA INC",50,15.00,22.50
"SURO INTERNATIONAL IMPORTERS," INC",POLK,"1062200","607",PARANUBES,6,1000
32819,"WILD POET IRISH GIN",1042100,"IMPORTED DRY GINS","STOLLER IMPORTS INC / MARSALLE COMPANY",750,18.50,27.75
21946,"WILD TURKEY KENTUCKY SPIRIT",1701100,"TEMPORARY & SPECIALTY PACKAGES","CAMPARI AMERICA",750,30.00,45.00
916100,"KUJIRA 12 YEAR SINGLE GRAIN RYUKYU WHISKY",1092100,"IMPORTED DISTILLED SPIRITS SPECIALTY","CNS IMPORTS; FOUR SEASONS TRADING; CNS WINE & SPIRITS",750,105.33,158.00
918888,"WATERSHED OHIO STRAIGHT BOURBON WHISKEY",1011200,"STRAIGHT BOURBON WHISKIES","PARK STREET IMPORTS",750,55.59,83.39
PROST BEVERAGE COMPANY,"27439",WOODBURY,"1091100","208",6,750,16.00
